,Unnamed: 0,n_tokens_title,n_tokens_content,n_unique_tokens,n_non_stop_words,n_non_stop_unique_tokens,num_hrefs,num_imgs,num_videos,average_token_length,weekday_is_monday,weekday_is_tuesday,weekday_is_wednesday,weekday_is_thursday,weekday_is_friday,weekday_is_saturday,weekday_is_sunday,is_weekend,global_subjectivity,global_sentiment_polarity,global_rate_positive_words,global_rate_negative_words,rate_positive_words,rate_negative_words,avg_positive_polarity,max_positive_polarity,avg_negative_polarity,min_negative_polarity,title_subjectivity,title_sentiment_polarity,abs_title_sentiment_polarity
14,14,7,67,0.8805970149253731,0.6417910447761194,43,127,3,0,4.970149253731344,1,0,0,0,0,0,0,0,0.2543228200371057,-0.0099582560296846,0.2558139534883721,0.7441860465116279,0.2558139534883721,0.7441860465116279,0.1492079342628005,0.3233333333333333,-0.0099582560296846,-0.0099582560296846,0.75,0.55,0.55
15,15,10,581,0.4819277108433735,0.5783132530120482,229,128,2,0,4.908777969018933,1,0,0,0,0,0,0,0,0.4642145949288807,0.0679854669140383,0.9821428571428572,0.0178571428571428,0.9821428571428572,0.0178571428571428,0.0862225339160952,0.3233333333333333,-0.0016457946815089,-0.0099582560296846,0.75,-0.25,0.25
16,16,7,111,0.7117117117117117,0.5945945945945946,58,128,3,0,4.387387387387387,1,0,0,0,0,0,0,0,0.523809523809524,-0.0726190476190476,0.4393939393939394,0.5606060606060606,0.4393939393939394,0.5606060606060606,0.1346925290391356,0.3233333333333333,-0.0704761904761905,-0.0726190476190476,0.5666666666666668,-0.1,0.1
17,17,7,337,0.658753709198813,0.6261127596439169,179,130,3,0,5.777448071216617,1,0,0,0,0,0,0,0,0.3620044429254955,0.2227728411938938,0.990521327014218,0.0094786729857819,0.990521327014218,0.0094786729857819,0.1968836390583666,0.3233333333333333,-0.0412886518243661,-0.0726190476190476,0.0,0.0,0.0
18,18,10,97,0.7216494845360825,0.5979381443298969,49,126,3,0,5.103092783505154,1,0,0,0,0,0,0,0,0.4236111111111111,0.1180555555555555,1.0,0.0,1.0,0.0,0.1412340485242818,0.3233333333333333,0.0,1.0,0.8571428571428571,-0.7142857142857143,0.7142857142857143
19,19,7,239,0.5941422594142259,0.5564853556485355,102,125,5,0,4.686192468619247,1,0,0,0,0,0,0,0,0.5553571428571429,0.2654761904761905,1.0,0.0,1.0,0.0,0.2174382163739223,0.3233333333333333,0.0,1.0,0.5,0.0,0.0
20,20,11,445,0.4898876404494382,0.5707865168539326,170,126,4,0,4.939325842696629,1,0,0,0,0,0,0,0,0.4018939393939393,0.2397348484848485,0.9921259842519684,0.0078740157480314,0.9921259842519684,0.0078740157480314,0.1923392595642131,0.3233333333333333,0.0066666666666666,0.0066666666666666,0.0,0.0,0.0
21,21,8,348,0.5229885057471264,0.5948275862068966,143,131,3,0,5.681034482758621,1,0,0,0,0,0,0,0,0.2888888888888889,0.0379629629629629,0.3188405797101449,0.6811594202898551,0.3188405797101449,0.6811594202898551,0.1209094383602278,0.3233333333333333,0.0371786933843671,-0.0726190476190476,0.0,0.0,0.0
22,22,10,355,0.5859154929577465,0.5774647887323944,166,125,3,0,4.740845070422536,1,0,0,0,0,0,0,0,0.5402813852813854,0.1671320346320346,0.9902439024390244,0.0097560975609756,0.9902439024390244,0.0097560975609756,0.1727020819666643,0.3233333333333333,-0.0412886518243661,-0.0726190476190476,0.0,0.0,0.0
23,23,9,104,0.7211538461538461,0.6153846153846154,56,125,4,0,4.971153846153846,1,0,0,0,0,0,0,0,0.3101731601731601,0.1551948051948052,1.0,0.0,1.0,0.0,0.1396438776342115,0.2654761904761905,0.0,1.0,0.45,0.4,0.4
24,24,12,219,0.6529680365296804,0.6529680365296804,118,127,3,0,4.863013698630137,1,0,0,0,0,0,0,0,0.3316399286987522,-0.0923054070112893,0.3636363636363636,0.6363636363636364,0.3636363636363636,0.6363636363636364,0.1549333769159162,0.3233333333333333,-0.0885374521659034,-0.0923054070112893,0.7,-0.4,0.4
25,25,5,238,0.6092436974789915,0.5882352941176471,109,129,5,0,4.714285714285714,1,0,0,0,0,0,0,0,0.3130952380952381,0.0487012987012987,0.3785714285714285,0.6214285714285714,0.3785714285714285,0.6214285714285714,0.1273110864885774,0.3233333333333333,0.0422182317719843,-0.0923054070112893,0.9,0.4000000000000001,0.4000000000000001
26,26,7,303,0.5676567656765676,0.5808580858085809,131,127,3,0,4.788778877887789,1,0,0,0,0,0,0,0,0.5654220779220778,0.3041030048382989,0.9545454545454546,0.0454545454545454,0.9545454545454546,0.0454545454545454,0.202137379558019,0.3233333333333333,0.0268247955747955,-0.0726190476190476,0.0,0.0,0.0
27,27,10,364,0.5521978021978022,0.5631868131868132,154,127,3,0,4.6401098901098905,1,0,0,0,0,0,0,0,0.3393280632411067,0.0593708827404479,0.926829268292683,0.073170731707317,0.926829268292683,0.073170731707317,0.0983088564595627,0.3233333333333333,0.0029814215248388,-0.0923054070112893,0.5,0.5,0.5
28,28,8,214,0.6448598130841121,0.5607476635514018,102,125,3,0,4.5607476635514015,1,0,0,0,0,0,0,0,0.4926150603782184,0.1322140578719526,1.0,0.0,1.0,0.0,0.1382316209544239,0.3233333333333333,0.0,1.0,0.0,0.0,0.0
29,29,10,679,0.5184094256259205,0.646539027982327,300,138,4,0,5.528718703976436,1,0,0,0,0,0,0,0,0.3750486784663999,0.1826960381390761,0.9612756264236902,0.0387243735763098,0.9612756264236902,0.0387243735763098,0.1608482920598561,0.3233333333333333,0.0099266349439359,-0.0923054070112893,0.5,0.5,0.5
30,30,7,669,0.5186846038863976,0.593423019431988,288,132,6,0,4.878923766816143,1,0,0,0,0,0,0,0,0.4914278842850271,0.1389387067958496,0.982367758186398,0.017632241813602,0.982367758186398,0.017632241813602,0.1346682360886209,0.3233333333333333,0.0179503922781233,-0.0923054070112893,0.0,0.0,0.0
31,31,9,505,0.5564356435643565,0.6118811881188119,228,126,3,0,5.027722772277228,1,0,0,0,0,0,0,0,0.5081806789701526,0.2232399179767601,0.9838187702265372,0.0161812297734627,0.9838187702265372,0.0161812297734627,0.1735469065660338,0.3233333333333333,-0.0033219267504981,-0.0726190476190476,0.0,0.0,0.0
32,32,12,196,0.6683673469387755,0.5918367346938775,94,124,3,0,4.346938775510204,1,0,0,0,0,0,0,0,0.5611229946524064,0.2731016042780748,0.9655172413793104,0.0344827586206896,0.9655172413793104,0.0344827586206896,0.1925819458002015,0.3233333333333333,0.0166869374012231,-0.0099582560296846,0.0,0.0,0.0
33,33,7,504,0.5912698412698413,0.6011904761904762,246,128,9,0,4.964285714285714,1,0,0,0,0,0,0,0,0.468909793909794,0.2466131091131091,0.9735973597359736,0.0264026402640264,0.9735973597359736,0.0264026402640264,0.2064660758033403,0.3233333333333333,-0.0527300844580256,-0.0923054070112893,1.0,1.0,1.0
34,34,10,190,0.6157894736842106,0.631578947368421,89,128,4,0,4.826315789473684,1,0,0,0,0,0,0,0,0.651940457203615,0.3169856459330143,0.9583333333333334,0.0416666666666666,0.9583333333333334,0.0416666666666666,0.1960438558967113,0.3233333333333333,0.0158465608465608,-0.0726190476190476,0.4,0.8,0.8
35,35,10,271,0.6088560885608856,0.5793357933579336,120,127,4,0,4.749077490774908,1,0,0,0,0,0,0,0,0.5535195707070707,0.1765940656565656,0.9936305732484076,0.0063694267515923,0.9936305732484076,0.0063694267515923,0.166999590062902,0.3233333333333333,0.0379629629629629,0.0379629629629629,0.55,0.35,0.35
36,36,9,454,0.526431718061674,0.6013215859030837,196,132,4,0,4.964757709251101,1,0,0,0,0,0,0,0,0.4451341991341991,0.1911688311688312,0.9816849816849816,0.0183150183150183,0.9816849816849816,0.0183150183150183,0.176141101090023,0.3233333333333333,-0.0301758481170245,-0.0923054070112893,1.0,-0.6,0.6
37,37,7,184,0.657608695652174,0.5815217391304348,86,131,3,0,4.902173913043479,1,0,0,0,0,0,0,0,0.3227272727272727,0.0712121212121212,0.9813084112149532,0.0186915887850467,0.9813084112149532,0.0186915887850467,0.1214240357816241,0.3233333333333333,0.0223148148148148,0.0066666666666666,0.6666666666666666,-0.5,0.5
38,38,10,752,0.5199468085106383,0.5345744680851063,312,132,3,0,4.892287234042553,1,0,0,0,0,0,0,0,0.4200336700336701,0.1228896103896104,0.965174129353234,0.0348258706467661,0.965174129353234,0.0348258706467661,0.138559854690961,0.3233333333333333,-0.012265330374574,-0.0923054070112893,0.0,0.0,0.0
39,39,12,159,0.8050314465408805,0.5911949685534591,86,128,3,0,4.729559748427673,1,0,0,0,0,0,0,0,0.3955882352941176,0.3470588235294118,0.9148936170212766,0.0851063829787234,0.9148936170212766,0.0851063829787234,0.2405202135095892,0.3470588235294118,-0.0469756008463991,-0.0923054070112893,0.4,0.1,0.1
40,40,9,244,0.6475409836065574,0.6434426229508197,127,126,3,0,4.950819672131147,1,0,0,0,0,0,0,0,0.514274322169059,0.2464314194577352,0.961783439490446,0.0382165605095541,0.961783439490446,0.0382165605095541,0.2031703329100946,0.3233333333333333,-0.04530317177376,-0.0923054070112893,0.0,0.0,0.0
41,41,5,99,0.8181818181818182,0.7070707070707071,66,124,2,0,5.424242424242424,1,0,0,0,0,0,0,0,0.5886363636363636,0.1590909090909091,0.9714285714285714,0.0285714285714285,0.9714285714285714,0.0285714285714285,0.168457546542398,0.3233333333333333,-0.0511318315204869,-0.0923054070112893,0.0,0.0,0.0
42,42,13,276,0.6123188405797102,0.5905797101449275,129,125,4,0,4.528985507246377,1,0,0,0,0,0,0,0,0.2413223140495868,0.009366391184573,0.7177914110429447,0.2822085889570552,0.7177914110429447,0.2822085889570552,0.138672961011172,0.3233333333333333,0.010609720392329,0.009366391184573,0.0,0.0,0.0
43,43,9,286,0.6223776223776224,0.5734265734265734,137,124,3,0,4.7377622377622375,1,0,0,0,0,0,0,0,0.5646825396825397,0.1492063492063492,0.9695121951219512,0.0304878048780487,0.9695121951219512,0.0304878048780487,0.1443053075362746,0.3470588235294118,0.0020783825008423,-0.0923054070112893,0.7,-0.05,0.05
44,44,7,237,0.6497890295358649,0.6582278481012658,121,125,3,0,5.025316455696203,1,0,0,0,0,0,0,0,0.4070320855614973,0.1968449197860962,0.9423076923076924,0.0576923076923076,0.9423076923076924,0.0576923076923076,0.1535850066713222,0.3233333333333333,-0.0028302151388052,-0.0923054070112893,0.0,0.0,0.0
45,45,9,129,0.689922480620155,0.5426356589147286,61,125,6,0,4.534883720930233,1,0,0,0,0,0,0,0,0.4428571428571429,0.1142857142857143,0.9285714285714286,0.0714285714285714,0.9285714285714286,0.0714285714285714,0.1364351019364517,0.3233333333333333,0.0095873015873015,-0.0726190476190476,0.0,0.0,0.0
46,46,9,396,0.5606060606060606,0.5404040404040404,170,129,4,0,4.659090909090909,1,0,0,0,0,0,0,0,0.4071222428365285,0.0078282828282828,0.6869158878504673,0.3130841121495327,0.6869158878504673,0.3130841121495327,0.1285448734816758,0.3233333333333333,0.0067891407758915,-0.0923054070112893,0.0,0.0,0.0
47,47,10,110,0.8090909090909091,0.6636363636363637,65,129,3,0,5.154545454545454,1,0,0,0,0,0,0,0,0.5723829201101929,0.1661845730027548,0.9452054794520548,0.0547945205479452,0.9452054794520548,0.0547945205479452,0.1561259408815355,0.3233333333333333,0.0010217395038823,-0.0726190476190476,0.5833333333333333,0.25,0.25
48,48,10,317,0.555205047318612,0.5962145110410094,134,126,3,0,4.71608832807571,1,0,0,0,0,0,0,0,0.3917027417027416,0.1156479076479076,0.9894179894179894,0.0105820105820105,0.9894179894179894,0.0105820105820105,0.1412278347766803,0.3470588235294118,0.0072474747474747,0.0066666666666666,0.0,0.0,0.0
49,49,8,291,0.5670103092783505,0.5876288659793815,132,125,4,0,4.914089347079038,1,0,0,0,0,0,0,0,0.346823593073593,0.1154220779220779,0.9707602339181286,0.0292397660818713,0.9707602339181286,0.0292397660818713,0.1403339436672155,0.3233333333333333,0.028056758056758,0.0078282828282828,0.0,0.0,0.0
50,50,10,198,0.6818181818181818,0.601010101010101,97,126,3,0,4.944444444444445,1,0,0,0,0,0,0,0,0.4230769230769231,0.0576923076923076,0.957983193277311,0.042016806722689,0.957983193277311,0.042016806722689,0.1108982328531844,0.3233333333333333,0.0275921115921115,0.0066666666666666,0.8500000000000001,-0.4,0.4
51,51,8,166,0.6867469879518072,0.5963855421686747,86,126,4,0,4.716867469879518,1,0,0,0,0,0,0,0,0.4655370670995671,0.1597876082251082,0.9696969696969696,0.0303030303030303,0.9696969696969696,0.0303030303030303,0.1631557019503196,0.3233333333333333,0.025568668544859,-0.0099582560296846,0.6428571428571429,0.2142857142857142,0.2142857142857142
52,52,8,240,0.6041666666666666,0.575,108,126,3,0,4.791666666666667,1,0,0,0,0,0,0,0,0.4066252587991718,0.1368530020703933,0.9782608695652174,0.0217391304347826,0.9782608695652174,0.0217391304347826,0.1430456835911224,0.3233333333333333,0.0219892232987471,-0.0099582560296846,0.0,0.0,0.0
53,53,10,408,0.5931372549019608,0.5955882352941176,195,127,5,0,5.066176470588236,1,0,0,0,0,0,0,0,0.4628004179728318,0.1290864308105687,0.9753086419753086,0.0246913580246913,0.9753086419753086,0.0246913580246913,0.1431382937045117,0.3233333333333333,-0.0251702283300831,-0.0923054070112893,0.4272727272727272,0.1681818181818181,0.1681818181818181
54,54,8,303,0.5973597359735974,0.5874587458745875,140,126,3,0,4.910891089108911,1,0,0,0,0,0,0,0,0.4068027210884353,0.1887944066515495,0.9550561797752808,0.0449438202247191,0.9550561797752808,0.0449438202247191,0.1504027276863429,0.3233333333333333,-0.0520146657147707,-0.0923054070112893,0.3333333333333333,0.25,0.25
55,55,9,525,0.5485714285714286,0.6285714285714286,240,131,3,0,5.337142857142857,1,0,0,0,0,0,0,0,0.436072459286745,0.1335768398268398,0.9363636363636364,0.0636363636363636,0.9363636363636364,0.0636363636363636,0.1389242369859571,0.3470588235294118,0.0144398585880633,-0.0923054070112893,0.5,-0.1,0.1
56,56,8,391,0.6317135549872123,0.5933503836317136,189,129,4,0,5.09462915601023,1,0,0,0,0,0,0,0,0.5557781462036782,0.1330505664548218,0.9870689655172412,0.0129310344827586,0.9870689655172412,0.0129310344827586,0.1396154268074902,0.3233333333333333,0.0179986736047342,0.0066666666666666,0.65,-0.5,0.5
57,57,7,107,0.8504672897196262,0.6355140186915887,63,130,3,0,4.850467289719626,1,0,0,0,0,0,0,0,0.4035353535353534,0.1116161616161616,0.9705882352941176,0.0294117647058823,0.9705882352941176,0.0294117647058823,0.1310057796363687,0.3233333333333333,0.0290338449429358,0.009366391184573,0.25,0.2,0.2
58,58,11,241,0.6846473029045643,0.6431535269709544,130,129,3,0,5.066390041493776,1,0,0,0,0,0,0,0,0.4099190664408055,0.19004329004329,0.967741935483871,0.032258064516129,0.967741935483871,0.032258064516129,0.169475192430497,0.3233333333333333,-0.016843442427476,-0.0923054070112893,0.4545454545454545,0.1363636363636363,0.1363636363636363
59,59,7,127,0.7401574803149606,0.6141732283464567,69,129,3,0,4.559055118110236,1,0,0,0,0,0,0,0,0.4454545454545454,0.1121212121212121,0.9615384615384616,0.0384615384615384,0.9615384615384616,0.0384615384615384,0.1262934364514643,0.3233333333333333,-0.0114125723751392,-0.0923054070112893,0.5,0.1363636363636363,0.1363636363636363
60,60,10,238,0.680672268907563,0.6008403361344538,118,124,3,0,5.180672268907563,1,0,0,0,0,0,0,0,0.5520050125313285,0.2350250626566416,0.944055944055944,0.0559440559440559,0.944055944055944,0.0559440559440559,0.1703504560845989,0.3233333333333333,0.0421046777296777,0.0066666666666666,0.0,0.0,0.0
61,61,11,218,0.6422018348623854,0.555045871559633,104,125,3,0,4.495412844036697,1,0,0,0,0,0,0,0,0.4557034632034632,0.1893181818181818,0.950413223140496,0.0495867768595041,0.950413223140496,0.0495867768595041,0.1457144637021714,0.2822348484848485,0.024901795735129,-0.0726190476190476,0.0,0.0,0.0
62,62,6,275,0.6290909090909091,0.610909090909091,138,127,3,0,4.825454545454545,1,0,0,0,0,0,0,0,0.4555694305694306,0.1677947052947052,0.9583333333333334,0.0416666666666666,0.9583333333333334,0.0416666666666666,0.1511563799675844,0.3233333333333333,0.0403213623111582,-0.0099582560296846,0.3333333333333333,0.25,0.25
63,63,10,418,0.5502392344497608,0.6028708133971292,177,125,3,0,4.614832535885167,1,0,0,0,0,0,0,0,0.4097620946305157,0.1146583314346472,0.984126984126984,0.0158730158730158,0.984126984126984,0.0158730158730158,0.143397575732905,0.3233333333333333,-0.0170205885384456,-0.0726190476190476,0.0666666666666666,0.0333333333333333,0.0333333333333333
64,64,9,221,0.6244343891402715,0.6018099547511312,102,126,3,0,4.610859728506787,1,0,0,0,0,0,0,0,0.3798469387755102,0.1010204081632653,0.9398496240601504,0.0601503759398496,0.9398496240601504,0.0601503759398496,0.1461885027297738,0.3233333333333333,0.037187814290087,0.0066666666666666,0.0,0.0,0.0
65,65,6,301,0.6345514950166113,0.6777408637873754,153,127,4,0,4.664451827242525,1,0,0,0,0,0,0,0,0.5243729309905779,0.0450375604787369,0.6470588235294118,0.3529411764705882,0.6470588235294118,0.3529411764705882,0.1497055292285778,0.3233333333333333,0.0407948316812696,-0.0923054070112893,0.75,-0.125,0.125
66,66,5,228,0.6754385964912281,0.6666666666666666,121,125,4,0,5.328947368421052,1,0,0,0,0,0,0,0,0.4627307558342041,-0.0346482061999303,0.5657894736842105,0.4342105263157895,0.5657894736842105,0.4342105263157895,0.147057382345475,0.3233333333333333,-0.0187606416757936,-0.0923054070112893,0.75,-0.125,0.125
67,67,10,280,0.6321428571428571,0.6321428571428571,138,131,3,0,5.646428571428571,1,0,0,0,0,0,0,0,0.3747354497354497,0.0912698412698412,0.9265536723163842,0.0734463276836158,0.9265536723163842,0.0734463276836158,0.1279506458419254,0.3233333333333333,0.011733149995182,-0.0923054070112893,0.4833333333333333,0.4166666666666667,0.4166666666666667
68,68,10,151,0.7748344370860927,0.7019867549668874,90,128,4,0,5.576158940397351,1,0,0,0,0,0,0,0,0.5743589743589744,0.2361305361305361,0.9339622641509434,0.0660377358490566,0.9339622641509434,0.0660377358490566,0.1828439742906357,0.3470588235294118,-0.0040985692182032,-0.0346482061999303,0.0,0.0,0.0
69,69,5,102,0.7058823529411765,0.5980392156862745,47,127,3,0,4.941176470588236,1,0,0,0,0,0,0,0,0.5930069930069929,0.2402097902097902,0.918032786885246,0.081967213114754,0.918032786885246,0.081967213114754,0.2003789044207918,0.3233333333333333,-0.0370155422670635,-0.0923054070112893,0.0,0.0,0.0
70,70,10,304,0.625,0.5460526315789473,140,126,3,0,4.7006578947368425,1,0,0,0,0,0,0,0,0.5533032185206097,0.0427324487107095,0.5542168674698795,0.4457831325301205,0.5542168674698795,0.4457831325301205,0.1482903851037309,0.3233333333333333,0.0383096054419583,-0.0923054070112893,0.0,0.0,0.0
71,71,12,437,0.5011441647597255,0.5881006864988558,176,128,3,0,4.679633867276888,1,0,0,0,0,0,0,0,0.5144751082251082,0.1803841991341991,0.9766536964980544,0.0233463035019455,0.9766536964980544,0.0233463035019455,0.1406795866391066,0.3470588235294118,0.0198482454809595,-0.0346482061999303,0.0,0.0,0.0
72,72,7,408,0.4852941176470588,0.5955882352941176,149,125,3,0,5.350490196078432,1,0,0,0,0,0,0,0,0.4319047619047619,0.0685714285714285,0.8888888888888888,0.1111111111111111,0.8888888888888888,0.1111111111111111,0.1112677029265473,0.3233333333333333,0.0303040452549979,-0.0923054070112893,0.0,0.0,0.0
73,73,7,61,0.8524590163934426,0.6557377049180327,38,128,3,0,5.229508196721311,1,0,0,0,0,0,0,0,0.4185185185185185,0.237037037037037,1.0,0.0,1.0,0.0,0.1978527270504064,0.3233333333333333,0.0,1.0,0.5,0.5,0.5
74,74,10,202,0.6188118811881188,0.6584158415841584,97,124,3,0,4.846534653465347,1,0,0,0,0,0,0,0,0.4586829836829836,0.0537587412587412,0.849624060150376,0.150375939849624,0.849624060150376,0.150375939849624,0.1344952328343021,0.2822348484848485,0.0277862725629183,-0.0726190476190476,0.4545454545454545,0.1363636363636363,0.1363636363636363
75,75,5,302,0.6456953642384106,0.5794701986754967,147,124,3,0,5.122516556291391,1,0,0,0,0,0,0,0,0.3484126984126984,0.0907186948853615,0.9657142857142856,0.0342857142857142,0.9657142857142856,0.0342857142857142,0.118449668432346,0.3233333333333333,0.0301155011118779,0.0066666666666666,0.0,0.0,0.0
76,76,4,234,0.6752136752136753,0.6367521367521367,124,127,4,0,4.683760683760684,1,0,0,0,0,0,0,0,0.3959740259740261,0.2363636363636363,0.9798657718120806,0.0201342281879194,0.9798657718120806,0.0201342281879194,0.1809083110327185,0.3233333333333333,0.0074410774410774,0.0066666666666666,0.4545454545454545,0.1363636363636363,0.1363636363636363
77,77,7,1087,0.4498620055197792,0.5676172953081877,411,134,3,0,4.641214351425943,1,0,0,0,0,0,0,0,0.3935571835571834,0.1059027777777778,0.9643435980551054,0.0356564019448946,0.9643435980551054,0.0356564019448946,0.1322102692855911,0.3233333333333333,-0.0005577913940892,-0.0923054070112893,0.0,0.0,0.0
78,78,9,1060,0.4745283018867924,0.6094339622641509,430,138,3,0,5.019811320754717,1,0,0,0,0,0,0,0,0.4972924901185772,0.1596103896103896,0.9752321981424148,0.0247678018575851,0.9752321981424148,0.0247678018575851,0.1395042669324886,0.3470588235294118,-0.0163011675629847,-0.0923054070112893,0.0,0.0,0.0
79,79,11,258,0.6046511627906976,0.5697674418604651,113,129,4,0,4.608527131782946,0,0,1,0,0,0,0,0,0.441111111111111,0.1633333333333333,0.9727891156462584,0.0272108843537414,0.9727891156462584,0.0272108843537414,0.1437796391634859,0.3470588235294118,0.0163580433071539,0.0066666666666666,0.0,0.0,0.0
80,80,9,374,0.6363636363636364,0.6176470588235294,192,130,3,0,5.320855614973262,0,0,1,0,0,0,0,0,0.3332465728715728,0.0010529401154401,0.5367965367965368,0.4632034632034632,0.5367965367965368,0.4632034632034632,0.1315964663437679,0.3233333333333333,0.0001897838783316,-0.0923054070112893,0.3,0.2,0.2
81,81,9,86,0.813953488372093,0.6162790697674418,50,128,2,0,4.651162790697675,0,0,1,0,0,0,0,0,0.3709090909090909,0.0872727272727272,0.981132075471698,0.0188679245283018,0.981132075471698,0.0188679245283018,0.1272797491973663,0.3233333333333333,0.0010529401154401,0.0010529401154401,0.0,0.0,0.0
82,82,10,263,0.623574144486692,0.5817490494296578,122,129,4,0,4.726235741444867,0,0,1,0,0,0,0,0,0.4342184601113172,0.0899254019789734,0.954248366013072,0.0457516339869281,0.954248366013072,0.0457516339869281,0.1190466096721982,0.3233333333333333,0.0038305775565249,-0.0923054070112893,0.0,0.0,0.0
83,83,11,466,0.5300429184549357,0.592274678111588,194,136,3,0,5.261802575107296,0,0,1,0,0,0,0,0,0.394949494949495,0.091540404040404,0.9456521739130436,0.0543478260869565,0.9456521739130436,0.0543478260869565,0.1263885949691416,0.3233333333333333,-0.0059831199494247,-0.0923054070112893,0.3,0.0,0.0
84,84,8,125,0.68,0.616,66,127,3,0,5.248,0,0,1,0,0,0,0,0,0.3515151515151515,0.0954545454545454,0.948051948051948,0.0519480519480519,0.948051948051948,0.0519480519480519,0.139206117651788,0.3233333333333333,0.0103174603174603,-0.0726190476190476,0.0,0.0,0.0
85,85,6,144,0.7291666666666666,0.6041666666666666,71,125,3,0,4.597222222222222,0,0,1,0,0,0,0,0,0.2873376623376623,0.0767316017316017,0.942528735632184,0.057471264367816,0.942528735632184,0.057471264367816,0.1289695596696917,0.3233333333333333,0.0099453640041875,-0.0923054070112893,0.0,0.0,0.0
